method,tick,sample_id,label,class_sample_index,same_mean,different_mean,same_minus_different
weighted_jaccard,10,class091-coucal-sample00-src00000,91,0,0.19497481912857212,0.08310082181628511,0.111873997312287
weighted_jaccard,10,class091-coucal-sample01-src00316,91,1,0.12008548245355372,0.09548269366486949,0.02460278878868423
weighted_jaccard,10,class091-coucal-sample02-src01583,91,2,0.13123755351016686,0.06439733497155428,0.06684021853861258
weighted_jaccard,10,class091-coucal-sample03-src01629,91,3,0.16565462308043558,0.06511256164130996,0.10054206143912561
weighted_jaccard,10,class091-coucal-sample04-src03448,91,4,0.19628099322376655,0.08181524311233859,0.11446575011142796
weighted_jaccard,10,class171-Italian_greyhound-sample00-src00001,171,0,0.12900698563144042,0.07470939909627063,0.05429758653516979
weighted_jaccard,10,class171-Italian_greyhound-sample01-src02164,171,1,0.16209497132747575,0.07309729195327226,0.08899767937420348
weighted_jaccard,10,class171-Italian_greyhound-sample02-src02599,171,2,0.18303994797152384,0.07139756625081486,0.11164238172070898
weighted_jaccard,10,class171-Italian_greyhound-sample03-src02775,171,3,0.1570574039140761,0.06536089918539331,0.09169650472868279
weighted_jaccard,10,class171-Italian_greyhound-sample04-src03793,171,4,0.13104315449126033,0.08267744176445473,0.04836571272680561
weighted_jaccard,10,class505-coffeepot-sample00-src00013,505,0,0.14890947029751006,0.08143949098845353,0.06746997930905653
weighted_jaccard,10,class505-coffeepot-sample01-src01487,505,1,0.14153778155533414,0.06692715447265618,0.07461062708267796
weighted_jaccard,10,class505-coffeepot-sample02-src02782,505,2,0.17027976400537487,0.09082234852040175,0.07945741548497312
weighted_jaccard,10,class505-coffeepot-sample03-src05563,505,3,0.1391678488772149,0.07312809815579761,0.06603975072141728
weighted_jaccard,10,class505-coffeepot-sample04-src05824,505,4,0.11371243225407626,0.07667773007554197,0.03703470217853429
weighted_jaccard,10,class817-sports_car-sample00-src00019,817,0,0.1493069469847574,0.05390796816243677,0.09539897882232064
weighted_jaccard,10,class817-sports_car-sample01-src00787,817,1,0.1264166754995884,0.09352588594492743,0.032890789554660974
weighted_jaccard,10,class817-sports_car-sample02-src02853,817,2,0.1455190640870173,0.05746788396696016,0.08805118012005715
weighted_jaccard,10,class817-sports_car-sample03-src04513,817,3,0.15328168066587522,0.0518376925789794,0.10144398808689582
weighted_jaccard,10,class817-sports_car-sample04-src04549,817,4,0.1396373863831779,0.07859689527007965,0.061040491113098255
weighted_jaccard,10,class980-volcano-sample00-src00002,980,0,0.14044937914031563,0.07431635660047435,0.06613302253984128
weighted_jaccard,10,class980-volcano-sample01-src00863,980,1,0.14793108562040327,0.07710840765101509,0.07082267796938818
weighted_jaccard,10,class980-volcano-sample02-src01265,980,2,0.1605510152770442,0.06423871956887599,0.09631229570816822
weighted_jaccard,10,class980-volcano-sample03-src01422,980,3,0.15206212813134876,0.08902030966870424,0.06304181846264452
weighted_jaccard,10,class980-volcano-sample04-src01813,980,4,0.1946022479358204,0.0694523116244822,0.1251499363113382
edge_cosine,10,class091-coucal-sample00-src00000,91,0,0.4795673992421807,0.171799303186498,0.3077680960556827
edge_cosine,10,class091-coucal-sample01-src00316,91,1,0.26698712758679366,0.2040966038994591,0.06289052368733455
edge_cosine,10,class091-coucal-sample02-src01583,91,2,0.32085641354490513,0.12226336776341037,0.19859304578149475
edge_cosine,10,class091-coucal-sample03-src01629,91,3,0.4185094241491978,0.12034876576729865,0.29816065838189915
edge_cosine,10,class091-coucal-sample04-src03448,91,4,0.48730069159312195,0.16794128113453427,0.3193594104585877
edge_cosine,10,class171-Italian_greyhound-sample00-src00001,171,0,0.30150509305103446,0.1670254912825355,0.13447960176849896
edge_cosine,10,class171-Italian_greyhound-sample01-src02164,171,1,0.3693360675524321,0.14644108283733454,0.22289498471509755
edge_cosine,10,class171-Italian_greyhound-sample02-src02599,171,2,0.4162588565065585,0.1436734261707996,0.2725854303357589
edge_cosine,10,class171-Italian_greyhound-sample03-src02775,171,3,0.35453639669775927,0.11801055790297992,0.23652583879477934
